"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","Validate Page Object Standards Validate class com.example.Selenium.pages.HomePage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
"","132","flywaySeedingReferenceDataButNoPerTestOrders()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderTestIT","com.example.Selenium.tests.OrderTestIT","flywaySeedingReferenceDataButNoPerTestOrders"
"","1","builderBySensibleDefaults()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderStructureTest","com.example.Selenium.tests.OrderStructureTest","builderBySensibleDefaults"
"","123","resetMakesTestOrderIndependent()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderTestIT","com.example.Selenium.tests.OrderTestIT","resetMakesTestOrderIndependent"
"","120","countsOnlyPersistedTestOrders()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderTestIT","com.example.Selenium.tests.OrderTestIT","countsOnlyPersistedTestOrders"
"","1","Validate Page Object Standards Validate class com.example.Selenium.pages.CartPage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
"","134","persistedBuilderDataAgainstIsolatedMysql()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderTestIT","com.example.Selenium.tests.OrderTestIT","persistedBuilderDataAgainstIsolatedMysql"
"","5","builderWithDynamicValues()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.OrderStructureTest","com.example.Selenium.tests.OrderStructureTest","builderWithDynamicValues"
"","1","Validate Page Object Standards Validate class com.example.Selenium.pages.LoginPage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
"","1","Validate Page Object Standards Validate class com.example.Selenium.pages.ProductPage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
"","1","Validate Page Object Standards Validate class com.example.Selenium.pages.CatalogPage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
"Categories split flaky,test and product","20","categoriesPutGenericFlakyRules()","","2026-07-11","passed","2026-07-11","","com.example.Selenium.reporting.AllureReporting","com.example.Selenium.reporting.AllureReporting","categoriesPutGenericFlakyRules"
"","1","Validate Page Object Standards Validate class com.example.Selenium.pages.CheckoutPage","","2026-07-11","passed","2026-07-11","","com.example.Selenium.tests.RefactoringTest","com.example.Selenium.tests.RefactoringTest","validateAllPageObjects"
